"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of commercial storage roots per NET plot|CO_331:0000214","Number of non-commercial storage roots per NET plot|CO_331:0000217","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of vines per NET plot in kg|CO_331:0000227","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01566","","","","10","6","3","1","2","1","2","6","2","5","4.8","0.16","5.23","0","4.96","10.19","7","2.4","0.032","0.708571429","1.166666667","0.7","0.333333333","0.2","0.826666667","0.496","0.871666667","0.523","28.57142857","48.67517174","60","16","16.53333333","17.43333333","33.96666667","26.66666667","27.55555556","29.05555556","56.61111111"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00451","","","","10","1","1","1","6","2","2","1","0","0","0","0","0.26","","0","0.26","0","","","","0","0","0","0","0","0","0.26","0.026","","0","10","0","0","0.866666667","0.866666667","0","0","8.666666667","8.666666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01543","","","","10","5","1","1","6","2","1","5","0","0","0","0","1.18","","0","1.18","0","","","","0","0","0","0","0","0","0.236","0.118","","0","50","0","0","3.933333333","3.933333333","0","0","7.866666667","7.866666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00424","","","","10","5","1","1","6","2","2","5","0","4","0","0.08","4.2","0","0.08","4.28","4","","0.02","0.02","0.8","0.4","0","0","0.016","0.008","0.84","0.42","0","1.869158879","50","0","0.266666667","14","14.26666667","0","0.533333333","28","28.53333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01923","","","","10","2","1","1","6","2","2","2","3","4","0.08","0.12","2.23","0.12","0.2","2.43","7","0.026666667","0.03","0.028571429","3.5","0.7","1.5","0.3","0.1","0.02","1.115","0.223","42.85714286","8.230452675","20","0.266666667","0.666666667","7.433333333","8.1","1.333333333","3.333333333","37.16666667","40.5"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00501","","","","10","3","1","1","7","2","2","3","0","3","0","0.08","0.83","0","0.08","0.91","3","","0.026666667","0.026666667","1","0.3","0","0","0.026666667","0.008","0.276666667","0.083","0","8.791208791","30","0","0.266666667","2.766666667","3.033333333","0","0.888888889","9.222222222","10.11111111"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01920","","","","10","8","1","1","5","2","2","6","3","5","0.2","0.12","2.11","0","0.32","2.43","8","0.066666667","0.024","0.04","1.333333333","0.8","0.5","0.3","0.053333333","0.032","0.351666667","0.211","37.5","13.16872428","60","0.666666667","1.066666667","7.033333333","8.1","1.111111111","1.777777778","11.72222222","13.5"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01802","","","","10","3","2","1","2","2","2","2","0","5","0","0.06","9.13","0.02","0.06","9.19","5","","0.012","0.012","2.5","0.5","0","0","0.03","0.006","4.565","0.913","0","0.652883569","20","0","0.2","30.43333333","30.63333333","0","1","152.1666667","153.1666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01485","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01816","","","","10","3","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-02068","","","","10","9","3","2","2","3","2","6","8","22","3.2","0.92","7.26","0","4.12","11.38","30","0.4","0.041818182","0.137333333","5","3","1.333333333","0.8","0.686666667","0.412","1.21","0.726","26.66666667","36.20386643","60","10.66666667","13.73333333","24.2","37.93333333","17.77777778","22.88888889","40.33333333","63.22222222"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00097","","","","10","8","3","1","3","3","1","6","0","2","0","0.19","12.24","1.5","0.19","12.43","2","","0.095","0.095","0.333333333","0.2","0","0","0.031666667","0.019","2.04","1.224","0","1.528559936","60","0","0.633333333","40.8","41.43333333","0","1.055555556","68","69.05555556"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00756","","","","10","8","2","2","5","2","2","8","4","2","0.48","0.06","2.15","0.15","0.54","2.69","6","0.12","0.03","0.09","0.75","0.6","0.5","0.4","0.0675","0.054","0.26875","0.215","66.66666667","20.07434944","80","1.6","1.8","7.166666667","8.966666667","2","2.25","8.958333333","11.20833333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00420","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01599","","","","10","4","3","1","6","3","2","3","0","0","0","0","0.95","","0","0.95","0","","","","0","0","0","0","0","0","0.316666667","0.095","","0","30","0","0","3.166666667","3.166666667","0","0","10.55555556","10.55555556"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00443","","","","10","6","2","1","3","2","2","5","0","3","0","0.2","19.17","0.15","0.2","19.37","3","","0.066666667","0.066666667","0.6","0.3","0","0","0.04","0.02","3.834","1.917","0","1.032524522","50","0","0.666666667","63.9","64.56666667","0","1.333333333","127.8","129.1333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01340","","","","10","7","2","1","5","1","2","4","0","0","0","0","2.11","","0","2.11","0","","","","0","0","0","0","0","0","0.5275","0.211","","0","40","0","0","7.033333333","7.033333333","0","0","17.58333333","17.58333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01016","","","","10","5","2","1","2","2","2","5","1","0","0.06","0","6.15","1.38","0.06","6.21","1","0.06","","0.06","0.2","0.1","0.2","0.1","0.012","0.006","1.23","0.615","100","0.966183575","50","0.2","0.2","20.5","20.7","0.4","0.4","41","41.4"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00120","","","","10","8","2","1","4","1","1","6","4","4","1.4","0.12","5.9","1.04","1.52","7.42","8","0.35","0.03","0.19","1.333333333","0.8","0.666666667","0.4","0.253333333","0.152","0.983333333","0.59","50","20.4851752","60","4.666666667","5.066666667","19.66666667","24.73333333","7.777777778","8.444444444","32.77777778","41.22222222"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00134","","","","10","5","4","1","2","3","2","4","4","5","1.2","0.12","12.23","0.69","1.32","13.55","9","0.3","0.024","0.146666667","2.25","0.9","1","0.4","0.33","0.132","3.0575","1.223","44.44444444","9.741697417","40","4","4.4","40.76666667","45.16666667","10","11","101.9166667","112.9166667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00529","","","","10","6","2","1","5","2","2","5","0","0","0","0","0.14","","0","0.14","0","","","","0","0","0","0","0","0","0.028","0.014","","0","50","0","0","0.466666667","0.466666667","0","0","0.933333333","0.933333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00563","","","","10","6","1","1","4","1","1","6","0","0","0","0","4.13","","0","4.13","0","","","","0","0","0","0","0","0","0.688333333","0.413","","0","60","0","0","13.76666667","13.76666667","0","0","22.94444444","22.94444444"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01502","","","","10","3","2","1","8","2","2","2","0","0","0","0","1.28","","0","1.28","0","","","","0","0","0","0","0","0","0.64","0.128","","0","20","0","0","4.266666667","4.266666667","0","0","21.33333333","21.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00666","","","","10","6","1","1","4","1","1","6","0","0","0","0","11.25","","0","11.25","0","","","","0","0","0","0","0","0","1.875","1.125","","0","60","0","0","37.5","37.5","0","0","62.5","62.5"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00205","","","","10","9","1","1","2","2","2","7","16","6","4.5","0.2","13.44","1.38","4.7","18.14","22","0.28125","0.033333333","0.213636364","3.142857143","2.2","2.285714286","1.6","0.671428571","0.47","1.92","1.344","72.72727273","25.90959206","70","15","15.66666667","44.8","60.46666667","21.42857143","22.38095238","64","86.38095238"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00077","","","","10","5","1","1","6","2","2","5","1","1","0.16","0.08","4","1.5","0.24","4.24","2","0.16","0.08","0.12","0.4","0.2","0.2","0.1","0.048","0.024","0.8","0.4","50","5.660377358","50","0.533333333","0.8","13.33333333","14.13333333","1.066666667","1.6","26.66666667","28.26666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00487","","","","10","2","1","1","7","2","2","2","0","0","0","0","1.66","","0","1.66","0","","","","0","0","0","0","0","0","0.83","0.166","","0","20","0","0","5.533333333","5.533333333","0","0","27.66666667","27.66666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00126","","","","10","5","2","1","7","2","2","4","0","3","0","0.08","3.47","0","0.08","3.55","3","","0.026666667","0.026666667","0.75","0.3","0","0","0.02","0.008","0.8675","0.347","0","2.253521127","40","0","0.266666667","11.56666667","11.83333333","0","0.666666667","28.91666667","29.58333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01999","","","","10","7","3","2","6","4","2","6","0","0","0","0","4.12","","0","4.12","0","","","","0","0","0","0","0","0","0.686666667","0.412","","0","60","0","0","13.73333333","13.73333333","0","0","22.88888889","22.88888889"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00833","","","","10","5","2","1","3","3","1","5","0","0","0","0","7.41","","0","7.41","0","","","","0","0","0","0","0","0","1.482","0.741","","0","50","0","0","24.7","24.7","0","0","49.4","49.4"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00237","","","","10","2","1","1","8","2","2","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00263","","","","10","6","3","1","4","2","2","6","0","0","0","0","7.11","","0","7.11","0","","","","0","0","0","0","0","0","1.185","0.711","","0","60","0","0","23.7","23.7","0","0","39.5","39.5"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01478","","","","10","3","1","1","7","2","2","3","0","0","0","0","1.17","","0","1.17","0","","","","0","0","0","0","0","0","0.39","0.117","","0","30","0","0","3.9","3.9","0","0","13","13"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01945","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00017","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01995","","","","10","5","1","1","6","2","2","3","0","0","0","0","0.58","","0","0.58","0","","","","0","0","0","0","0","0","0.193333333","0.058","","0","30","0","0","1.933333333","1.933333333","0","0","6.444444444","6.444444444"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01950","","","","10","9","2","1","3","2","2","5","12","24","2.3","0.48","5.27","0","2.78","8.05","36","0.191666667","0.02","0.077222222","7.2","3.6","2.4","1.2","0.556","0.278","1.054","0.527","33.33333333","34.53416149","50","7.666666667","9.266666667","17.56666667","26.83333333","15.33333333","18.53333333","35.13333333","53.66666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01519","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01119","","","","10","4","2","1","4","1","2","4","0","0","0","0","1.1","","0","1.1","0","","","","0","0","0","0","0","0","0.275","0.11","","0","40","0","0","3.666666667","3.666666667","0","0","9.166666667","9.166666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01331","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00016","","","","10","4","1","1","5","3","2","4","0","4","0","0.12","2.22","1.65","0.12","2.34","4","","0.03","0.03","1","0.4","0","0","0.03","0.012","0.555","0.222","0","5.128205128","40","0","0.4","7.4","7.8","0","1","18.5","19.5"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00365","","","","10","8","3","2","1","2","2","6","6","6","2.6","0.28","25.15","0.69","2.88","28.03","12","0.433333333","0.046666667","0.24","2","1.2","1","0.6","0.48","0.288","4.191666667","2.515","50","10.27470567","60","8.666666667","9.6","83.83333333","93.43333333","14.44444444","16","139.7222222","155.7222222"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00010","","","","10","8","3","1","2","2","2","8","2","1","0.36","0.04","7.34","0.69","0.4","7.74","3","0.18","0.04","0.133333333","0.375","0.3","0.25","0.2","0.05","0.04","0.9175","0.734","66.66666667","5.167958656","80","1.2","1.333333333","24.46666667","25.8","1.5","1.666666667","30.58333333","32.25"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01135","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00521","","","","10","4","","","","","","4","0","3","0","0.12","","0.15","0.12","","3","","0.04","0.04","0.75","0.3","0","0","0.03","0.012","","","0","","40","0","0.4","","","0","1","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01361","","","","10","5","2","1","5","2","2","5","1","1","0.2","0.06","2.19","1.04","0.26","2.45","2","0.2","0.06","0.13","0.4","0.2","0.2","0.1","0.052","0.026","0.438","0.219","50","10.6122449","50","0.666666667","0.866666667","7.3","8.166666667","1.333333333","1.733333333","14.6","16.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00197","","","","10","5","2","1","2","2","2","5","10","5","2","0.13","11.42","1.32","2.13","13.55","15","0.2","0.026","0.142","3","1.5","2","1","0.426","0.213","2.284","1.142","66.66666667","15.7195572","50","6.666666667","7.1","38.06666667","45.16666667","13.33333333","14.2","76.13333333","90.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00256","","","","10","7","2","2","2","2","3","4","0","5","0","0.2","16.25","0","0.2","16.45","5","","0.04","0.04","1.25","0.5","0","0","0.05","0.02","4.0625","1.625","0","1.215805471","40","0","0.666666667","54.16666667","54.83333333","0","1.666666667","135.4166667","137.0833333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00631","","","","10","7","2","1","3","2","2","4","2","4","0.2","0.24","2.64","0","0.44","3.08","6","0.1","0.06","0.073333333","1.5","0.6","0.5","0.2","0.11","0.044","0.66","0.264","33.33333333","14.28571429","40","0.666666667","1.466666667","8.8","10.26666667","1.666666667","3.666666667","22","25.66666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01226","","","","10","5","2","1","5","1","2","5","0","0","0","0","2.15","","0","2.15","0","","","","0","0","0","0","0","0","0.43","0.215","","0","50","0","0","7.166666667","7.166666667","0","0","14.33333333","14.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01751","","","","10","3","1","1","3","1","2","3","1","3","0.1","0.08","5.11","6.12","0.18","5.29","4","0.1","0.026666667","0.045","1.333333333","0.4","0.333333333","0.1","0.06","0.018","1.703333333","0.511","25","3.402646503","30","0.333333333","0.6","17.03333333","17.63333333","1.111111111","2","56.77777778","58.77777778"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01729","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00910","","","","10","6","","1","3","1","1","6","0","3","0","0.04","9.2","0.12","0.04","9.24","3","","0.013333333","0.013333333","0.5","0.3","0","0","0.006666667","0.004","1.533333333","0.92","0","0.432900433","60","0","0.133333333","30.66666667","30.8","0","0.222222222","51.11111111","51.33333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01632","","","","10","5","2","2","3","2","2","5","4","0","1.4","0","5.16","0.15","1.4","6.56","4","0.35","","0.35","0.8","0.4","0.8","0.4","0.28","0.14","1.032","0.516","100","21.34146341","50","4.666666667","4.666666667","17.2","21.86666667","9.333333333","9.333333333","34.4","43.73333333"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01582","","","","10","5","1","1","5","2","2","5","0","0","0","0","1.15","","0","1.15","0","","","","0","0","0","0","0","0","0.23","0.115","","0","50","0","0","3.833333333","3.833333333","0","0","7.666666667","7.666666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00366","","","","10","10","2","2","2","1","2","10","8","4","1.4","0.32","8.2","1.5","1.72","9.92","12","0.175","0.08","0.143333333","1.2","1.2","0.8","0.8","0.172","0.172","0.82","0.82","66.66666667","17.33870968","100","4.666666667","5.733333333","27.33333333","33.06666667","4.666666667","5.733333333","27.33333333","33.06666667"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00839","","","","10","2","1","1","4","2","2","1","0","0","0","0","5.16","","0","5.16","0","","","","0","0","0","0","0","0","5.16","0.516","","0","10","0","0","17.2","17.2","0","0","172","172"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00313","","","","10","0","","","","","","0","0","0","0","0","0","","0","0","0","","","","","0","","0","","0","","0","","","0","0","0","0","0","","","",""
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01264","","","","10","4","1","2","3","2","2","4","5","10","3","0.24","9.24","0","3.24","12.48","15","0.6","0.024","0.216","3.75","1.5","1.25","0.5","0.81","0.324","2.31","0.924","33.33333333","25.96153846","40","10","10.8","30.8","41.6","25","27","77","104"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-00954","","","","10","6","1","1","4","2","2","5","3","2","1","0.08","2.19","1.65","1.08","3.27","5","0.333333333","0.04","0.216","1","0.5","0.6","0.3","0.216","0.108","0.438","0.219","60","33.02752294","50","3.333333333","3.6","7.3","10.9","6.666666667","7.2","14.6","21.8"
"","","UGP2018SER-OT01","","","","","","","","","UGP2018SER-OT01-01440","","","","10","7","1","1","6","1","2","6","0","0","0","0","0.5","","0","0.5","0","","","","0","0","0","0","0","0","0.083333333","0.05","","0","60","0","0","1.666666667","1.666666667","0","0","2.777777778","2.777777778"
