"studyYear","studyDbId","studyName","studyDesign","locationDbId","locationName","germplasmDbId","germplasmName","germplasmSynonyms","observationLevel","observationUnitDbId","observationUnitName","replicate","blockNumber","plotNumber","Number of plants planted per NET plot|CO_331:0000678","Number of plants established per NET plot|CO_331:0000192","Vine vigor estimating 1-9|CO_331:0000197","Virus symptoms estimating 1-9|month 1|after planting|COMP:0000023","Alternaria symptoms estimating 1-9|month 1|before harvest|COMP:0000022","Virus symptoms estimating 1-9|month 1|before harvest|COMP:0000024","Alternaria symptoms estimating 1-9|month 1|after planting|COMP:0000026","Number of plants harvested per NET plot|CO_331:0000679","Number of non-commercial storage roots per NET plot|CO_331:0000217","Number of commercial storage roots per NET plot|CO_331:0000214","Weight of non-commercial storage roots per NET plot in kg|CO_331:0000223","Weight of commercial storage roots per NET plot in kg|CO_331:0000220","Weight of vines per NET plot in kg|CO_331:0000227","Content of beta-carotene in fresh weight basis in raw storage roots estimating from RHS color chart in mg per 100g|CO_331:0001023","Total storage root weight per NET plot in kg|CO_331:0000237","Biomass yield in kg per plot|CO_331:0000683","Number of storage roots after harvest per NET plot|CO_331:0000233","Average commercial storage root weight computation kg|CO_331:0000680","Average non-commercial storage root weight computation kg|CO_331:0002039","Average total storage root weight computation kg|CO_331:0002040","Number of storage roots-after harvest per plant harvested|CO_331:0000230","Number of storage roots-after harvest per plant planted|CO_331:0000994","Number of commercial storage roots per plant harvested|CO_331:2000036","Number of commercial storage roots per plant planted|CO_331:0000993","Storage roots yield in kg per plant harvested|CO_331:0000681","Storage roots yield in kg per plant planted|CO_331:0000989","Vine weight in kg per plant harvested|CO_331:0000990","Vine weight in kg per plant planted|CO_331:0000991","Percentage of commercial storage root|CO_331:0000682","Harvest index computing percent|CO_331:0000302","Survival index computing percent|CO_331:0000301","Commercial storage root yield tons per ha|CO_331:0000809","Total storage roots yield computation tons per ha|CO_331:0000296","Total foliage yield in tons per ha|CO_331:0000684","Biomass yield in tons per ha|CO_331:0001003","Commercial storage root yield adjusted tons per ha|CO_331:0000998","Total storage roots yield adjusted tons per ha|CO_331:0000999","Total foliage yield adjusted in tons per ha|CO_331:0001002","Biomass yield adjusted in tons per ha|CO_331:0001004 "
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00508","","","","10","10","4","1","1","4","2","10","6","3","0.24","0.6","3.6","0","0.84","4.44","9","0.2","0.04","0.093333333","0.9","0.9","0.3","0.3","0.084","0.084","0.36","0.36","33.33333333","18.91891892","100","2","2.8","12","14.8","2","2.8","12","14.8"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01869","","","","10","9","7","2","2","3","2","8","6","5","0.2","1","3.5","1.38","1.2","4.7","11","0.2","0.033333333","0.109090909","1.375","1.1","0.625","0.5","0.15","0.12","0.4375","0.35","45.45454545","25.53191489","80","3.333333333","4","11.66666667","15.66666667","4.166666667","5","14.58333333","19.58333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01041","","","","10","9","7","1","1","2","1","9","10","8","0.2","1.6","2.6","0.02","1.8","4.4","18","0.2","0.02","0.1","2","1.8","0.888888889","0.8","0.2","0.18","0.288888889","0.26","44.44444444","40.90909091","90","5.333333333","6","8.666666667","14.66666667","5.925925926","6.666666667","9.62962963","16.2962963"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00547","","","","10","8","4","1","1","4","3","8","17","7","0.7","2.3","2.8","0","3","5.8","24","0.328571429","0.041176471","0.125","3","2.4","0.875","0.7","0.375","0.3","0.35","0.28","29.16666667","51.72413793","80","7.666666667","10","9.333333333","19.33333333","9.583333333","12.5","11.66666667","24.16666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01944","","","","10","10","6","2","2","3","2","9","2","0","0.04","0","3.5","0.02","0.04","3.54","2","","0.02","0.02","0.222222222","0.2","0","0","0.004444444","0.004","0.388888889","0.35","0","1.129943503","90","0","0.133333333","11.66666667","11.8","0","0.148148148","12.96296296","13.11111111"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00467","","","","10","9","5","1","1","3","1","8","23","15","0.7","4.1","6.6","0","4.8","11.4","38","0.273333333","0.030434783","0.126315789","4.75","3.8","1.875","1.5","0.6","0.48","0.825","0.66","39.47368421","42.10526316","80","13.66666667","16","22","38","17.08333333","20","27.5","47.5"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00962","","","","10","10","4","1","1","4","2","8","4","8","0.24","2.2","3.4","0.02","2.44","5.84","12","0.275","0.06","0.203333333","1.5","1.2","1","0.8","0.305","0.244","0.425","0.34","66.66666667","41.78082192","80","7.333333333","8.133333333","11.33333333","19.46666667","9.166666667","10.16666667","14.16666667","24.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01851","","","","10","10","7","3","3","3","1","10","0","4","0","0.54","1.1","0.15","0.54","1.64","4","0.135","","0.135","0.4","0.4","0.4","0.4","0.054","0.054","0.11","0.11","100","32.92682927","100","1.8","1.8","3.666666667","5.466666667","1.8","1.8","3.666666667","5.466666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01317","","","","10","10","7","7","2","2","2","10","2","0","0.02","0","1.7","0","0.02","1.72","2","","0.01","0.01","0.2","0.2","0","0","0.002","0.002","0.17","0.17","0","1.162790698","100","0","0.066666667","5.666666667","5.733333333","0","0.066666667","5.666666667","5.733333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01799","","","","10","10","7","4","3","4","2","10","8","10","0.4","2.6","3.5","0","3","6.5","18","0.26","0.05","0.166666667","1.8","1.8","1","1","0.3","0.3","0.35","0.35","55.55555556","46.15384615","100","8.666666667","10","11.66666667","21.66666667","8.666666667","10","11.66666667","21.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00312","","","","10","10","4","1","1","5","2","8","8","10","0.28","3.6","16","0.02","3.88","19.88","18","0.36","0.035","0.215555556","2.25","1.8","1.25","1","0.485","0.388","2","1.6","55.55555556","19.51710262","80","12","12.93333333","53.33333333","66.26666667","15","16.16666667","66.66666667","82.83333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01925","","","","10","10","7","2","2","3","2","9","0","0","0","0","5.2","","0","5.2","0","","","","0","0","0","0","0","0","0.577777778","0.52","","0","90","0","0","17.33333333","17.33333333","0","0","19.25925926","19.25925926"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01881","","","","10","10","7","2","2","2","2","8","13","16","0.72","2.4","6.5","0","3.12","9.62","29","0.15","0.055384615","0.107586207","3.625","2.9","2","1.6","0.39","0.312","0.8125","0.65","55.17241379","32.43243243","80","8","10.4","21.66666667","32.06666667","10","13","27.08333333","40.08333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00223","","","","10","10","3","2","2","3","3","9","0","6","0","2.5","3.5","0.15","2.5","6","6","0.416666667","","0.416666667","0.666666667","0.6","0.666666667","0.6","0.277777778","0.25","0.388888889","0.35","100","41.66666667","90","8.333333333","8.333333333","11.66666667","20","9.259259259","9.259259259","12.96296296","22.22222222"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00450","","","","10","10","5","1","1","4","6","10","3","0","0.5","0","0.8","1.38","0.5","1.3","3","","0.166666667","0.166666667","0.3","0.3","0","0","0.05","0.05","0.08","0.08","0","38.46153846","100","0","1.666666667","2.666666667","4.333333333","0","1.666666667","2.666666667","4.333333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01234","","","","10","10","6","1","1","2","2","10","13","9","0.24","0.52","2","0.15","0.76","2.76","22","0.057777778","0.018461538","0.034545455","2.2","2.2","0.9","0.9","0.076","0.076","0.2","0.2","40.90909091","27.53623188","100","1.733333333","2.533333333","6.666666667","9.2","1.733333333","2.533333333","6.666666667","9.2"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01673","","","","10","10","7","2","2","3","2","10","2","5","0.04","0.8","8","1.38","0.84","8.84","7","0.16","0.02","0.12","0.7","0.7","0.5","0.5","0.084","0.084","0.8","0.8","71.42857143","9.502262443","100","2.666666667","2.8","26.66666667","29.46666667","2.666666667","2.8","26.66666667","29.46666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01082","","","","10","10","7","6","1","2","2","10","9","7","0.2","0.4","2.1","0","0.6","2.7","16","0.057142857","0.022222222","0.0375","1.6","1.6","0.7","0.7","0.06","0.06","0.21","0.21","43.75","22.22222222","100","1.333333333","2","7","9","1.333333333","2","7","9"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00200","","","","10","10","4","1","1","5","2","9","16","9","0.25","2.9","2","0.12","3.15","5.15","25","0.322222222","0.015625","0.126","2.777777778","2.5","1","0.9","0.35","0.315","0.222222222","0.2","36","61.16504854","90","9.666666667","10.5","6.666666667","17.16666667","10.74074074","11.66666667","7.407407407","19.07407407"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01433","","","","10","9","7","2","2","3","2","9","4","9","0.08","1.4","2","0.12","1.48","3.48","13","0.155555556","0.02","0.113846154","1.444444444","1.3","1","0.9","0.164444444","0.148","0.222222222","0.2","69.23076923","42.52873563","90","4.666666667","4.933333333","6.666666667","11.6","5.185185185","5.481481481","7.407407407","12.88888889"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00792","","","","10","10","2","1","1","6","4","10","6","0","0.14","0","5.7","0.12","0.14","5.84","6","","0.023333333","0.023333333","0.6","0.6","0","0","0.014","0.014","0.57","0.57","0","2.397260274","100","0","0.466666667","19","19.46666667","0","0.466666667","19","19.46666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00475","","","","10","9","4","1","1","3","1","9","22","22","1.2","1.8","4.1","0.15","3","7.1","44","0.081818182","0.054545455","0.068181818","4.888888889","4.4","2.444444444","2.2","0.333333333","0.3","0.455555556","0.41","50","42.25352113","90","6","10","13.66666667","23.66666667","6.666666667","11.11111111","15.18518519","26.2962963"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01528","","","","10","4","6","2","1","2","2","4","0","4","0","0.8","1.9","0.02","0.8","2.7","4","0.2","","0.2","1","0.4","1","0.4","0.2","0.08","0.475","0.19","100","29.62962963","40","2.666666667","2.666666667","6.333333333","9","6.666666667","6.666666667","15.83333333","22.5"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00387","","","","10","10","2","3","1","4","3","10","1","25","0.01","14","15","0","14.01","29.01","26","0.56","0.01","0.538846154","2.6","2.6","2.5","2.5","1.401","1.401","1.5","1.5","96.15384615","48.29369183","100","46.66666667","46.7","50","96.7","46.66666667","46.7","50","96.7"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01582","","","","10","7","5","2","2","2","2","7","2","1","0.05","0.1","1.5","0","0.15","1.65","3","0.1","0.025","0.05","0.428571429","0.3","0.142857143","0.1","0.021428571","0.015","0.214285714","0.15","33.33333333","9.090909091","70","0.333333333","0.5","5","5.5","0.476190476","0.714285714","7.142857143","7.857142857"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01283","","","","10","10","6","3","1","2","1","8","30","0","0.4","0","4.3","0","0.4","4.7","30","","0.013333333","0.013333333","3.75","3","0","0","0.05","0.04","0.5375","0.43","0","8.510638298","80","0","1.333333333","14.33333333","15.66666667","0","1.666666667","17.91666667","19.58333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00069","","","","10","10","2","1","1","3","3","8","6","16","0.24","4.7","3.9","0","4.94","8.84","22","0.29375","0.04","0.224545455","2.75","2.2","2","1.6","0.6175","0.494","0.4875","0.39","72.72727273","55.88235294","80","15.66666667","16.46666667","13","29.46666667","19.58333333","20.58333333","16.25","36.83333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01741","","","","10","9","7","3","2","3","1","9","3","11","0.3","3.4","2","0.12","3.7","5.7","14","0.309090909","0.1","0.264285714","1.555555556","1.4","1.222222222","1.1","0.411111111","0.37","0.222222222","0.2","78.57142857","64.9122807","90","11.33333333","12.33333333","6.666666667","19","12.59259259","13.7037037","7.407407407","21.11111111"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01552","","","","10","10","7","1","1","3","2","10","10","12","0.4","2.2","4.5","0","2.6","7.1","22","0.183333333","0.04","0.118181818","2.2","2.2","1.2","1.2","0.26","0.26","0.45","0.45","54.54545455","36.61971831","100","7.333333333","8.666666667","15","23.66666667","7.333333333","8.666666667","15","23.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01841","","","","10","8","5","2","1","2","2","7","8","5","0.2","1","5","0.02","1.2","6.2","13","0.2","0.025","0.092307692","1.857142857","1.3","0.714285714","0.5","0.171428571","0.12","0.714285714","0.5","38.46153846","19.35483871","70","3.333333333","4","16.66666667","20.66666667","4.761904762","5.714285714","23.80952381","29.52380952"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00590","","","","10","10","4","1","1","2","3","8","12","3","0.08","0.16","2.3","0.12","0.24","2.54","15","0.053333333","0.006666667","0.016","1.875","1.5","0.375","0.3","0.03","0.024","0.2875","0.23","20","9.448818898","80","0.533333333","0.8","7.666666667","8.466666667","0.666666667","1","9.583333333","10.58333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02057","","","","10","9","7","2","2","2","2","7","14","13","0.9","4","9","0.12","4.9","13.9","27","0.307692308","0.064285714","0.181481481","3.857142857","2.7","1.857142857","1.3","0.7","0.49","1.285714286","0.9","48.14814815","35.25179856","70","13.33333333","16.33333333","30","46.33333333","19.04761905","23.33333333","42.85714286","66.19047619"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00134","","","","10","10","3","2","1","7","3","8","4","8","0.2","3.2","3.8","0","3.4","7.2","12","0.4","0.05","0.283333333","1.5","1.2","1","0.8","0.425","0.34","0.475","0.38","66.66666667","47.22222222","80","10.66666667","11.33333333","12.66666667","24","13.33333333","14.16666667","15.83333333","30"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01576","","","","10","10","8","4","2","5","1","9","11","8","0.52","3.6","2","0.02","4.12","6.12","19","0.45","0.047272727","0.216842105","2.111111111","1.9","0.888888889","0.8","0.457777778","0.412","0.222222222","0.2","42.10526316","67.32026144","90","12","13.73333333","6.666666667","20.4","13.33333333","15.25925926","7.407407407","22.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01942","","","","10","10","7","3","2","2","2","10","4","0","0.16","0","13","0.15","0.16","13.16","4","","0.04","0.04","0.4","0.4","0","0","0.016","0.016","1.3","1.3","0","1.215805471","100","0","0.533333333","43.33333333","43.86666667","0","0.533333333","43.33333333","43.86666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-02031","","","","10","9","7","2","1","2","9","9","8","8","0.32","0.5","0.2","0.12","0.82","1.02","16","0.0625","0.04","0.05125","1.777777778","1.6","0.888888889","0.8","0.091111111","0.082","0.022222222","0.02","50","80.39215686","90","1.666666667","2.733333333","0.666666667","3.4","1.851851852","3.037037037","0.740740741","3.777777778"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00205","","","","10","10","2","1","1","3","3","9","2","7","0.09","2","7.9","0","2.09","9.99","9","0.285714286","0.045","0.232222222","1","0.9","0.777777778","0.7","0.232222222","0.209","0.877777778","0.79","77.77777778","20.92092092","90","6.666666667","6.966666667","26.33333333","33.3","7.407407407","7.740740741","29.25925926","37"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01113","","","","10","10","8","2","1","2","2","7","12","9","0.4","1.3","4.2","0","1.7","5.9","21","0.144444444","0.033333333","0.080952381","3","2.1","1.285714286","0.9","0.242857143","0.17","0.6","0.42","42.85714286","28.81355932","70","4.333333333","5.666666667","14","19.66666667","6.19047619","8.095238095","20","28.0952381"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01250","","","","10","10","6","3","1","3","1","10","9","10","0.2","1.3","2.5","1.32","1.5","4","19","0.13","0.022222222","0.078947368","1.9","1.9","1","1","0.15","0.15","0.25","0.25","52.63157895","37.5","100","4.333333333","5","8.333333333","13.33333333","4.333333333","5","8.333333333","13.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01601","","","","10","8","7","2","1","3","2","7","16","0","0.2","0","7","0.02","0.2","7.2","16","","0.0125","0.0125","2.285714286","1.6","0","0","0.028571429","0.02","1","0.7","0","2.777777778","70","0","0.666666667","23.33333333","24","0","0.952380952","33.33333333","34.28571429"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01223","","","","10","10","7","2","1","3","2","10","5","0","0.2","0","4.1","0.02","0.2","4.3","5","","0.04","0.04","0.5","0.5","0","0","0.02","0.02","0.41","0.41","0","4.651162791","100","0","0.666666667","13.66666667","14.33333333","0","0.666666667","13.66666667","14.33333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01980","","","","10","8","2","1","1","3","8","8","4","0","0.04","0","6","0.02","0.04","6.04","4","","0.01","0.01","0.5","0.4","0","0","0.005","0.004","0.75","0.6","0","0.662251656","80","0","0.133333333","20","20.13333333","0","0.166666667","25","25.16666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00298","","","","10","10","3","1","1","3","3","10","17","8","0.28","0.84","8.1","0.12","1.12","9.22","25","0.105","0.016470588","0.0448","2.5","2.5","0.8","0.8","0.112","0.112","0.81","0.81","32","12.14750542","100","2.8","3.733333333","27","30.73333333","2.8","3.733333333","27","30.73333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00687","","","","10","10","2","1","1","4","3","10","2","0","0.12","0","3.9","0.02","0.12","4.02","2","","0.06","0.06","0.2","0.2","0","0","0.012","0.012","0.39","0.39","0","2.985074627","100","0","0.4","13","13.4","0","0.4","13","13.4"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01108","","","","10","10","8","1","2","2","3","10","4","7","0.16","1.2","2.7","0.12","1.36","4.06","11","0.171428571","0.04","0.123636364","1.1","1.1","0.7","0.7","0.136","0.136","0.27","0.27","63.63636364","33.49753695","100","4","4.533333333","9","13.53333333","4","4.533333333","9","13.53333333"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01449","","","","10","10","7","1","2","2","1","9","9","6","0.24","0.6","5.2","0","0.84","6.04","15","0.1","0.026666667","0.056","1.666666667","1.5","0.666666667","0.6","0.093333333","0.084","0.577777778","0.52","40","13.90728477","90","2","2.8","17.33333333","20.13333333","2.222222222","3.111111111","19.25925926","22.37037037"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00798","","","","10","6","5","1","1","4","2","6","0","0","0","0","3.2","","0","3.2","0","","","","0","0","0","0","0","0","0.533333333","0.32","","0","60","0","0","10.66666667","10.66666667","0","0","17.77777778","17.77777778"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01936","","","","10","10","8","2","1","2","2","9","1","0","0.02","0","3","1.76","0.02","3.02","1","","0.02","0.02","0.111111111","0.1","0","0","0.002222222","0.002","0.333333333","0.3","0","0.662251656","90","0","0.066666667","10","10.06666667","0","0.074074074","11.11111111","11.18518519"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00666","","","","10","10","3","2","1","3","3","9","11","13","0.56","2.5","3.8","1.38","3.06","6.86","24","0.192307692","0.050909091","0.1275","2.666666667","2.4","1.444444444","1.3","0.34","0.306","0.422222222","0.38","54.16666667","44.60641399","90","8.333333333","10.2","12.66666667","22.86666667","9.259259259","11.33333333","14.07407407","25.40740741"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-01872","","","","10","8","7","2","2","3","5","8","8","4","0.3","1","5","0.12","1.3","6.3","12","0.25","0.0375","0.108333333","1.5","1.2","0.5","0.4","0.1625","0.13","0.625","0.5","33.33333333","20.63492063","80","3.333333333","4.333333333","16.66666667","21","4.166666667","5.416666667","20.83333333","26.25"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00229","","","","10","10","1","1","1","4","2","8","5","0","0.14","0","13","0.12","0.14","13.14","5","","0.028","0.028","0.625","0.5","0","0","0.0175","0.014","1.625","1.3","0","1.065449011","80","0","0.466666667","43.33333333","43.8","0","0.583333333","54.16666667","54.75"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00331","","","","10","10","2","1","1","2","2","10","2","3","0.1","0.2","6.5","0.02","0.3","6.8","5","0.066666667","0.05","0.06","0.5","0.5","0.3","0.3","0.03","0.03","0.65","0.65","60","4.411764706","100","0.666666667","1","21.66666667","22.66666667","0.666666667","1","21.66666667","22.66666667"
"","","UGP2018NAM-OT07","","","","","","","","","UGP2018NAM-OT07-00216","","","","10","10","1","1","1","4","3","9","4","28","0.2","9","7.6","0.15","9.2","16.8","32","0.321428571","0.05","0.2875","3.555555556","3.2","3.111111111","2.8","1.022222222","0.92","0.844444444","0.76","87.5","54.76190476","90","30","30.66666667","25.33333333","56","33.33333333","34.07407407","28.14814815","62.22222222"
